id,answer
2852,3
2853,4
2854,2
2855,4
2856,2
2857,5
2858,2
2859,4
2860,4
2861,3
2862,2
2863,2
2864,3
2865,5
2866,3
2867,2
2868,1
2869,4
2870,5
2871,5
2872,3
2873,5
2874,5
2875,2
2876,2
2877,3
2878,1
2879,5
2880,3
2881,1
2882,2
2883,4
2884,4
2885,5
2886,4
2887,4
2888,5
2889,3
2890,4
2891,2
2892,3
2893,2
2894,4
2895,4
2896,2
2897,3
2898,3
2899,5
2900,5
2901,3
2902,1
2903,5
2904,3
2905,5
2906,5
2907,5
2908,1
2909,4
2910,4
2911,5
2912,3
2913,4
2914,3
2915,3
2916,4
2917,3
2918,1
2919,5
2920,5
2921,1
2922,4
2923,5
2924,1
2925,3
2926,2
2927,3
2928,5
2929,5
2930,4
2931,3
2932,3
2933,4
2934,3
2935,1
2936,3
2937,4
2938,1
2939,2
2940,2
2941,2
2942,2
2943,2
2944,1
2945,4
2946,4
2947,4
2948,5
2949,1
2950,2
2951,5
2952,4
2953,3
2954,2
2955,5
2956,2
2957,2
2958,1
2959,1
2960,3
2961,3
2962,2
2963,1
2964,4
2965,1
2966,1
2967,4
2968,5
2969,2
2970,4
2971,2
2972,2
2973,1
2974,5
2975,5
2976,2
2977,5
2978,4
2979,5
2980,4
2981,3
2982,5
2983,5
2984,4
2985,2
2986,3
2987,3
2988,3
2989,4
2990,2
2991,3
2992,3
2993,5
2994,4
2995,3
2996,2
2997,5
2998,2
2999,5
3000,5
3001,5
3002,2
3003,5
3004,1
3005,4
3006,5
3007,2
3008,4
3009,1
3010,5
3011,1
3012,2
3013,3
3014,4
3015,1
3016,3
3017,3
3018,5
3019,3
3020,4
3021,2
3022,4
3023,1
3024,4
3025,1
3026,1
3027,3
3028,2
3029,1
3030,2
3031,4
3032,5
3033,2
3034,4
3035,4
3036,4
3037,2
3038,2
3039,1
3040,5
3041,1
3042,1
3043,1
3044,4
3045,3
3046,4
3047,5
3048,4
3049,1
3050,1
3051,3
3052,2
3053,3
3054,3
3055,1
3056,4
3057,2
3058,5
3059,3
3060,4
3061,1
3062,2
3063,4
3064,5
3065,2
3066,3
3067,2
3068,5
3069,4
3070,3
3071,1
3072,2
3073,2
3074,3
3075,5
3076,1
3077,2
3078,1
3079,5
3080,2
3081,3
3082,5
3083,4
3084,3
3085,1
3086,1
3087,2
3088,1
3089,5
3090,5
3091,1
3092,3
3093,5
3094,4
3095,4
3096,2
3097,3
3098,5
3099,1
3100,4
3101,3
3102,2
3103,4
3104,2
3105,2
3106,4
3107,3
3108,4
3109,1
3110,1
3111,4
3112,4
3113,5
3114,3
3115,4
3116,1
3117,2
3118,4
3119,4
3120,3
3121,1
3122,1
3123,1
3124,2
3125,5
3126,2
3127,5
3128,2
3129,5
3130,4
3131,2
3132,3
3133,4
3134,4
3135,3
3136,1
3137,1
3138,1
3139,4
3140,5
3141,1
3142,4
3143,3
3144,3
3145,5
3146,5
3147,3
3148,3
3149,3
3150,5
3151,3
3152,5
3153,4
3154,2
3155,1
3156,3
3157,2
3158,5
3159,3
3160,5
3161,4
3162,1
3163,5
3164,5
3165,1
3166,5
3167,4
3168,5
3169,1
3170,5
3171,3
3172,4
3173,1
3174,2
3175,5
3176,1
3177,1
3178,5
3179,3
3180,5
3181,2
3182,2
3183,4
3184,1
3185,2
3186,5
3187,2
3188,5
3189,5
3190,1
3191,1
3192,4
3193,2
3194,5
3195,4
3196,3
3197,5
3198,2
3199,2
3200,5
3201,5
3202,2
3203,3
3204,4
3205,3
3206,5
3207,4
3208,5
3209,2
3210,3
3211,3
3212,4
3213,3
3214,2
3215,1
3216,1
3217,5
3218,4
3219,5
3220,2
3221,3
3222,5
3223,3
3224,2
3225,3
3226,3
3227,5
3228,2
3229,2
3230,5
3231,5
3232,5
3233,5
3234,5
3235,3
3236,5
3237,3
3238,5
3239,1
3240,1
3241,5
3242,1
3243,2
3244,3
3245,4
3246,4
3247,4
3248,2
3249,4
3250,3
3251,4
3252,4
3253,3
3254,1
3255,5
3256,4
3257,4
3258,2
3259,2
3260,4
3261,3
3262,1
3263,1
