id,answer
3038,2
3039,1
3040,4
3041,3
3042,1
3043,1
3044,4
3045,5
3046,4
3047,5
3048,4
3049,1
3050,5
3051,1
3052,2
3053,5
3054,2
3055,2
3056,4
3057,3
3058,1
3059,3
3060,4
3061,5
3062,3
3063,4
3064,5
3065,2
3066,2
3067,4
3068,1
3069,4
3070,3
3071,1
3072,1
3073,2
3074,1
3075,1
3076,5
3077,4
3078,5
3079,2
3080,5
3081,2
3082,1
3083,2
3084,4
3085,3
3086,5
3087,3
3088,3
3089,3
3090,4
3091,4
3092,3
3093,4
3094,4
3095,4
3096,5
3097,3
3098,5
3099,1
3100,5
3101,3
3102,3
3103,4
3104,4
3105,3
3106,4
3107,3
3108,3
3109,2
3110,4
3111,5
3112,4
3113,5
3114,3
3115,4
3116,1
3117,2
3118,1
3119,4
3120,3
3121,1
3122,1
3123,3
3124,4
3125,5
3126,5
3127,4
3128,3
3129,2
3130,4
3131,3
3132,3
3133,4
3134,4
3135,3
3136,1
3137,1
3138,1
3139,4
3140,5
3141,4
3142,1
3143,3
3144,3
3145,5
3146,5
3147,5
3148,2
3149,3
3150,1
3151,3
3152,5
3153,5
3154,5
3155,2
3156,2
3157,1
3158,5
3159,3
3160,5
3161,1
3162,5
3163,4
3164,4
3165,2
3166,3
3167,1
3168,1
3169,3
3170,1
3171,5
3172,5
3173,2
3174,2
3175,4
3176,5
3177,5
3178,5
3179,5
3180,5
3181,2
3182,2
3183,4
3184,1
3185,4
3186,2
3187,3
3188,3
3189,4
3190,2
3191,2
3192,5
3193,1
3194,5
3195,3
3196,3
3197,5
3198,2
3199,3
3200,5
3201,2
3202,2
3203,2
3204,3
3205,3
3206,2
3207,4
3208,3
3209,3
3210,3
3211,4
3212,5
3213,3
3214,2
3215,3
3216,3
3217,5
3218,4
3219,5
3220,2
3221,4
3222,5
3223,1
3224,2
3225,5
3226,1
3227,1
3228,4
3229,5
3230,5
3231,5
3232,1
3233,5
3234,5
3235,3
3236,5
3237,3
3238,5
3239,1
3240,3
3241,1
3242,1
3243,1
3244,1
3245,4
3246,4
3247,4
3248,5
3249,4
3250,1
3251,3
3252,1
3253,3
3254,5
3255,5
3256,1
3257,5
3258,1
3259,2
3260,2
3261,3
3262,4
3263,2
